"name","artists","duration_ms","release_date","year","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","mode","key","popularity","explicit","count"
"18 German Dances and Ecossaises, D. 783: No. 6 in B-Flat Major","['Franz Schubert', 'William Kapell']","35093","1945","1945","0.966","0.27","0.411","0.871","0.144","-12.265","0.0949","189.704","0.315","1","10","0","0","2"
"18 German Dances and Ecossaises, D. 783: No. 7 in B-Flat Major","['Franz Schubert', 'William Kapell']","44707","1945","1945","0.995","0.404","0.122","0.459","0.0896","-19.706","0.0514","137.046","0.471","1","10","0","0","2"
"18 Wiener Damen Ländler und Ecossaisen, D. 734: No. 1, Ländler in G Major","['Franz Schubert', 'William Kapell']","59373","1945","1945","0.988","0.666","0.297","0.679","0.14","-15.679","0.19","81.359","0.286","1","7","0","0","2"
"3 Romanzen, Op. 28: 2. Einfach","['Robert Schumann', 'William Kapell']","208640","1945","1945","0.992","0.286","0.0231","0.919","0.213","-25.21","0.0329","75.078","0.0931","1","6","0","0","2"
"36 Original Dances, D. 365: No. 26, Deutscher Tanz in E Major","['Franz Schubert', 'William Kapell']","37867","1945","1945","0.981","0.697","0.187","0.946","0.301","-17.202","0.0772","92.18","0.42","1","4","0","0","2"
"36 Original Dances, D. 365: No. 34, Deutscher Tanz in F Major","['Franz Schubert', 'William Kapell']","48093","1945","1945","0.993","0.474","0.207","0.924","0.0775","-19.815","0.0652","52.33","0.039","1","5","0","0","2"
"4 Impromptus, D. 935: No. 2 in A-Flat Major","['Franz Schubert', 'William Kapell']","436333","1945","1945","0.991","0.337","0.046","0.913","0.136","-20.894","0.0353","96.771","0.158","1","8","0","0","2"
"5. Sonetto 104 del Petrarca","['Franz Liszt', 'William Kapell']","405027","1945","1945","0.993","0.349","0.0653","0.923","0.115","-21.338","0.0459","78.289","0.0384","1","4","0","0","2"
"6 Moment musical, D. 780: No.3 in F Minor, Allegro moderato","['Franz Schubert', 'William Kapell']","122600","1945","1945","0.994","0.555","0.111","0.895","0.0817","-22.344","0.0299","81.801","0.399","1","1","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Theme - Adagio","['Ludwig van Beethoven', 'Claudio Arrau']","100373","1941","1941","0.993","0.569","0.00467","0.929","0.0586","-27.882","0.08","75.702","0.324","1","5","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Variation I","['Ludwig van Beethoven', 'Claudio Arrau']","94467","1941","1941","0.992","0.463","0.0559","0.907","0.174","-25.281","0.0395","124.133","0.612","1","2","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Variation II","['Ludwig van Beethoven', 'Claudio Arrau']","59627","1941","1941","0.993","0.477","0.112","0.901","0.104","-21.434","0.0609","117.598","0.739","1","10","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Variation III","['Ludwig van Beethoven', 'Claudio Arrau']","78053","1941","1941","0.995","0.461","0.119","0.897","0.139","-24.839","0.0597","116.928","0.963","1","7","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Variation IV","['Ludwig van Beethoven', 'Claudio Arrau']","105333","1941","1941","0.995","0.512","0.0473","0.491","0.158","-23.927","0.0564","136.337","0.359","1","3","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Variation V","['Ludwig van Beethoven', 'Claudio Arrau']","104973","1941","1941","0.995","0.47","0.0805","0.907","0.0935","-20.594","0.0535","120.411","0.285","0","0","0","0","2"
"6 Variations on an Original Theme in F Major, Op. 34: Variation VI and Coda","['Ludwig van Beethoven', 'Claudio Arrau']","248787","1941","1941","0.991","0.407","0.047","0.931","0.0932","-23.59","0.043","74.966","0.12","1","5","0","0","2"
"7 Fantasies, Op. 116: 6. Intermezzo in E Major. Andantino teneramente","['Johannes Brahms', 'William Kapell']","186893","1945","1945","0.995","0.488","0.0484","0.89","0.108","-21.085","0.0511","80.084","0.0609","1","4","0","0","2"
"7 Variations on ""Bei Männern, welche Liebe fühlen"", WoO 46","['Ludwig van Beethoven', 'Pablo Casals']","653800","1952","1952","0.987","0.285","0.101","0.9","0.133","-20.301","0.0452","73.591","0.217","1","3","0","0","2"
"A media luz","['Veronica Gonzalez Day']","86061","1945","1945","0.868","0.594","0.149","0","0.119","-14.983","0.0689","36.586","0.667","1","11","0","0","2"
"A Sermon, a Narrative, and a Prayer: II. A Narrative","['Igor Stravinsky', 'CBC Symphony Orchestra']","448560","1948","1948","0.956","0.316","0.151","5.75e-06","0.688","-18.464","0.0689","175.474","0.0489","1","7","0","0","2"
"A Sermon, a Narrative, and a Prayer: III. A Prayer","['Igor Stravinsky', 'CBC Symphony Orchestra']","227440","1948","1948","0.95","0.236","0.264","0.000308","0.112","-17.756","0.0473","132.129","0.0757","1","8","0","0","2"
"Adagio II","['Johannes Brahms', 'William Kapell', 'Jascha Heifetz']","273400","1945","1945","0.896","0.1","0.225","0.554","0.0955","-18.099","0.0456","176.113","0.0567","1","2","0","0","2"
"Adagio II","['Wolfgang Amadeus Mozart', 'William Kapell']","374227","1945","1945","0.994","0.392","0.0722","0.894","0.121","-27.466","0.0468","92.167","0.253","1","3","0","0","2"
"Adagio II","['Wolfgang Amadeus Mozart', 'William Kapell']","467733","1945","1945","0.994","0.362","0.0336","0.89","0.117","-31.421","0.0377","95.528","0.332","1","3","0","0","2"
"Aida: O terra addio","['Giuseppe Verdi', 'Kurt Baum', 'Max Rudolf', 'Metropolitan Opera Orchestra']","258720","1949","1949","0.971","0.24","0.155","0.000279","0.113","-18.781","0.0431","134.317","0.055","1","1","0","0","3"
"Aida: Pur ti riveggo, mia dolce Aida","['Giuseppe Verdi', 'Kurt Baum', 'Max Rudolf', 'Metropolitan Opera Orchestra']","502027","1949","1949","0.984","0.286","0.209","0.0661","0.0994","-14.565","0.0568","84.18","0.201","1","5","0","0","3"
"Allegro moderato (beginning) I","['Wolfgang Amadeus Mozart', 'William Kapell']","107933","1945","1945","0.993","0.394","0.162","0.922","0.118","-19.824","0.038","67.165","0.659","1","7","0","0","2"
"Allemande (beginning)","['Johann Sebastian Bach', 'William Kapell']","134933","1945","1945","0.994","0.345","0.0777","0.931","0.102","-23.57","0.0417","68.699","0.232","1","9","0","0","2"
"Alone Together","['Fall Out Boy']","203413","1/1/13","2013","0.0013","0.552","0.915","3.74e-05","0.206","-3.713","0.0559","90.013","0.606","1","4","60","0","2"
"Andante spianato in E-Flat Major, Op. 22","['Frédéric Chopin', 'Vladimir Horowitz']","245440","1928","1928","0.975","0.277","0.09","0.949","0.125","-26.188","0.0316","105.031","0.168","1","7","0","0","2"
"Anthem ""The Dove Descending Breaks the Air""","['Igor Stravinsky']","217960","1948","1948","0.993","0.18","0.0847","0.125","0.107","-22.245","0.0454","77.337","0.0339","0","6","0","0","2"
"Arkadiani","['Dimitris Perdikopoulos']","186587","1/1/40","1940","0.965","0.678","0.466","0.0297","0.0577","-7.764","0.09","80.998","0.891","1","10","0","0","2"
"Arkadiani","['Stathis Kavouras', 'Giannis Konstantinou', 'Giorgos Papadopoulos', 'Tasos Kostopoulos']","164667","1/1/50","1950","0.977","0.444","0.632","0.855","0.173","-9.12","0.0345","84.075","0.908","0","2","0","0","2"
"Ave Maria - Revised 1949 version","['Igor Stravinsky']","85667","1948","1948","0.991","0.144","0.104","0.161","0.137","-28.488","0.0478","71.38","0.0976","1","10","0","0","2"
"Baal Shem - Three PIctures of Chassidic Life: II. Nigun","['Ernest Bloch', 'Isaac Stern', 'Alexander Zakin']","379267","1949","1949","0.974","0.253","0.206","0.729","0.159","-16.584","0.0421","104.804","0.0924","0","7","0","0","2"
"Babel","['Igor Stravinsky', 'CBC Symphony Orchestra']","313267","1948","1948","0.955","0.319","0.214","0.122","0.0987","-19.197","0.0421","130.07","0.139","1","0","0","0","2"
"Back from Europe / The Burglars","['Charlie Chaplin']","408161","1931","1931","0.165","0.345","0.181","0.592","0.0782","-12.983","0.0761","143.008","0.159","1","8","0","0","2"
"Ballade No. 1 in G Minor, Op. 23","['Frédéric Chopin', 'Vladimir Horowitz']","536600","1928","1928","0.991","0.288","0.241","0.849","0.111","-16.539","0.0358","73.179","0.0482","0","7","0","0","2"
"Ballade No. 1 in G Minor, Op. 23","['Frédéric Chopin', 'Vladimir Horowitz']","579333","1928","1928","0.984","0.369","0.131","0.902","0.111","-21.991","0.033","106.7","0.0777","0","7","0","0","2"
"Ballade No. 4 in F Minor, Op. 52","['Frédéric Chopin', 'Vladimir Horowitz']","635040","1928","1928","0.993","0.303","0.0529","0.894","0.119","-25.1","0.0406","75.747","0.0592","0","10","0","0","2"
"Barcarolle, Op. 60","['Frédéric Chopin', 'Vladimir Horowitz']","519933","1928","1928","0.992","0.233","0.113","0.879","0.161","-18.276","0.0397","64.082","0.0642","1","1","0","0","2"
"Barcarolle, Op. 60","['Frédéric Chopin', 'Vladimir Horowitz']","542867","1928","1928","0.994","0.245","0.0364","0.872","0.191","-23.874","0.0366","67.104","0.0495","1","6","0","0","2"
"Be Alright","['Dean Lewis']","198253","6/12/20","2020","0.545","0.557","0.586","0","0.0719","-5.902","0.0374","126.529","0.456","1","11","0","1","4"
"Beautiful Child - 2015 Remaster","['Fleetwood Mac']","321280","10/12/79","1979","0.718","0.645","0.18","0.000122","0.0642","-14.654","0.0307","126.106","0.154","0","9","36","0","2"
"Beauty School","['Deftones']","287840","4/23/10","2010","5.9e-05","0.397","0.9","0.024","0.228","-5.968","0.0589","106.448","0.204","0","3","47","0","2"
"Better Together","['Jack Johnson']","208267","6/12/20","2020","0.357","0.856","0.418","6.99e-06","0.111","-7.375","0.0438","110.093","0.657","1","5","1","0","2"
"Bonzo's Montreux - 2012 Remaster","['Led Zeppelin']","262147","11/19/82","1982","0.213","0.291","0.975","0.908","0.332","-10.754","0.0557","180.289","0.127","0","6","33","0","2"
"Breathe","['Jax Jones', 'Ina Wroldsen']","213747","6/12/20","2020","0.0109","0.695","0.82","0.000142","0.0605","-4.985","0.0428","125.881","0.653","0","11","0","0","2"
"Breed","['Nirvana']","184040","9/26/91","1991","3.69e-06","0.262","0.969","0.00213","0.133","-4.675","0.0894","158.433","0.263","1","4","30","0","2"
"By an' By","['Traditional', 'Paul Robeson Jr.', 'Lawrence Brown']","145800","1942","1942","0.988","0.354","0.114","6.56e-05","0.1","-18.225","0.036","101.495","0.531","1","11","0","0","2"
"Cavalleria Rusticana: ""Mamma, mamma! Quel vino è generoso""","['Pietro Mascagni', 'Richard Tucker']","211600","1949","1949","0.984","0.18","0.272","0.00111","0.618","-12.752","0.0541","64.82","0.175","0","8","0","0","2"
"Cello Sonata in G Minor, Op. 19: I. Lento - Allegro moderato","['Sergei Rachmaninoff', 'William Kapell', 'Edmund Kurtz']","548560","1945","1945","0.968","0.246","0.19","0.892","0.304","-16.025","0.0356","103.864","0.135","0","7","0","0","2"
"Cello Sonata in G Minor, Op. 19: II. Allegro scherzando","['Sergei Rachmaninoff', 'William Kapell', 'Edmund Kurtz']","370933","1945","1945","0.971","0.274","0.157","0.873","0.11","-16.926","0.0328","89.486","0.288","1","8","0","0","2"
"Cello Sonata in G Minor, Op. 19: III. Andante","['Sergei Rachmaninoff', 'William Kapell', 'Edmund Kurtz']","336467","1945","1945","0.971","0.218","0.137","0.886","0.115","-17.655","0.0349","100.503","0.111","1","3","0","0","2"
"Cello Sonata in G Minor, Op. 19: IV. Allegro mosso","['Sergei Rachmaninoff', 'William Kapell', 'Edmund Kurtz']","585800","1945","1945","0.962","0.251","0.223","0.855","0.215","-15.226","0.0344","140.21","0.266","1","7","0","0","2"
"Cello Sonata No. 4 in C Major, Op. 102 No. 1: II. Adagio - Allegro vivace","['Ludwig van Beethoven', 'Pablo Casals']","512133","1952","1952","0.978","0.322","0.0918","0.794","0.121","-19.758","0.041","108.088","0.0932","1","0","0","0","2"
"Cello Sonata No. 5 in D Major, Op. 102 No. 2: II. Adagio con molto sentimento d'affetto","['Ludwig van Beethoven', 'Pablo Casals']","575360","1952","1952","0.966","0.122","0.0159","0.701","0.111","-26.355","0.0411","86.514","0.0392","1","2","0","0","3"
"Cello Sonata No. 5 in D Major, Op. 102 No. 2: III. Allegro","['Ludwig van Beethoven', 'Pablo Casals']","292600","1952","1952","0.985","0.508","0.267","0.834","0.106","-15.681","0.0413","79.216","0.43","1","2","0","0","3"
"Chassidic Chant","['Lehman Engel', 'Paul Robeson Jr.', 'Lawrence Brown']","160840","1942","1942","0.977","0.397","0.141","1.75e-06","0.138","-14.56","0.0476","35.734","0.4","0","0","0","0","2"
"Children's Corner Suite: Serenade of the Doll","['Claude Debussy', 'Vladimir Horowitz']","172667","1928","1928","0.996","0.474","0.00982","0.955","0.0685","-30.651","0.0439","133.889","0.155","0","8","0","0","2"
"Children's Corner: Dr. Gradus ad Parnassum","['Claude Debussy', 'William Kapell']","116200","1945","1945","0.988","0.165","0.0595","0.912","0.0876","-24.585","0.04","167.835","0.066","0","2","0","0","2"
"Children's Corner: Serenade for the Doll","['Claude Debussy', 'William Kapell']","148267","1945","1945","0.995","0.473","0.0404","0.931","0.0875","-28.034","0.0369","132.36","0.264","1","11","0","0","2"
"Children's Corner: The Little Shepherd","['Claude Debussy', 'William Kapell']","151827","1945","1945","0.993","0.436","0.016","0.75","0.106","-34.731","0.0523","110.831","0.286","1","4","0","0","2"
"Children's Corner: The Snow Is Dancing","['Claude Debussy', 'William Kapell']","135800","1945","1945","0.985","0.25","0.0827","0.866","0.172","-27.807","0.0358","128.405","0.219","1","11","0","0","2"
"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Chorale","['Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra']","40333","1948","1948","0.995","0.422","0.133","0.654","0.0768","-15.839","0.0372","63.99","0.398","1","0","0","0","2"
"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Variation I (In Canone all' Ottava)","['Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra']","77240","1948","1948","0.979","0.347","0.255","0.886","0.109","-19.807","0.0428","85.911","0.674","1","0","0","0","2"
"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Variation II (Alio modo in Canone alla Quinta)","['Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra']","70467","1948","1948","0.994","0.502","0.144","0.399","0.16","-21.444","0.0321","84.165","0.696","1","7","0","0","2"
"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Variation III (In Canone alla Settima)","['Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra']","137293","1948","1948","0.977","0.261","0.139","0.896","0.149","-20.744","0.0391","101.43","0.177","1","1","0","0","2"
"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Variation IV (In Canone all' Ottava per augmentationem)","['Johann Sebastian Bach', 'Igor Stravinsky']","153733","1948","1948","0.992","0.295","0.2","0.961","0.225","-19.936","0.0368","137.284","0.475","1","7","0","0","2"
"Chorale Variations on the Christmas Carol ""Vom Himmel hoch da komm' ich her"", BWV 769: Variation V (L'altra sorte del Canone al rovescio)","['Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra']","161907","1948","1948","0.981","0.239","0.153","0.821","0.169","-21.238","0.0379","172.324","0.583","1","0","0","0","2"
"Circus Polka","['Igor Stravinsky', 'New York Philharmonic']","208600","1948","1948","0.889","0.659","0.216","0.000177","0.812","-13.464","0.0885","99.288","0.525","1","1","0","0","3"
"Concertino for 12 Instruments","['Igor Stravinsky']","384267","1948","1948","0.973","0.332","0.0662","0.801","0.184","-23.143","0.0484","72.857","0.225","1","7","0","0","2"
"Concerto No. 3 in C, Op.26: Andante; Allegro","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","494267","1945","1945","0.842","0.322","0.293","0.905","0.528","-17.266","0.0379","141.995","0.2","1","0","0","0","2"
"Concerto No. 3 in C, Op.26: Theme and Variations: Tema: Andantino","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","51600","1945","1945","0.783","0.33","0.0632","0.407","0.292","-24.765","0.104","82.385","0.237","0","9","0","0","2"
"Concerto No. 3 in C, Op.26: Theme and Variations: Tema: L'istesso tempo","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","71240","1945","1945","0.969","0.293","0.423","0.914","0.233","-19.968","0.0452","171.933","0.27","0","4","0","0","2"
"Concerto No. 3 in C, Op.26: Theme and Variations: Variation I: L'istesso tempo","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","62160","1945","1945","0.924","0.299","0.233","0.911","0.467","-23.011","0.0361","79.83","0.0943","1","0","0","0","2"
"Concerto No. 3 in C, Op.26: Theme and Variations: Variation II: Allegro","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","46640","1945","1945","0.845","0.479","0.59","0.846","0.57","-14.67","0.0397","79.756","0.69","0","9","0","0","2"
"Concerto No. 3 in C, Op.26: Theme and Variations: Variation IV: Andante meditativo","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","123093","1945","1945","0.923","0.249","0.0845","0.852","0.0976","-28.239","0.0353","117.492","0.0718","1","0","0","0","2"
"Concerto No. 3 in C, Op.26: Theme and Variations: Variation V: Allegro giusto","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']","74067","1945","1945","0.896","0.356","0.454","0.784","0.162","-14.318","0.0369","82.773","0.479","0","9","0","0","2"
"Concerto No.. 2 in C Minor, Op.18: Allegro scherzando","['Sergei Rachmaninoff', 'William Kapell', 'William Steinberg']","648200","1945","1945","0.967","0.292","0.276","0.914","0.0774","-14.454","0.033","84.514","0.127","0","5","0","0","2"
"Concerto No.. 2 in C Minor, Op.18: Moderato; Allegro","['Sergei Rachmaninoff', 'William Kapell', 'William Steinberg']","566133","1945","1945","0.956","0.207","0.291","0.82","0.0904","-13.933","0.0319","85.961","0.146","0","0","0","0","2"
"Concerto Without Orchestra (Grand Sonata No. 3 in F Minor, Op. 14): I. Allegro brillante","['Robert Schumann', 'Vladimir Horowitz']","483027","1928","1928","0.994","0.317","0.0394","0.925","0.0929","-23.382","0.04","75.465","0.102","0","10","0","0","2"
"Concerto Without Orchestra (Grand Sonata No. 3 in F Minor, Op. 14): II. Scherzo: Molto commodo","['Robert Schumann', 'Vladimir Horowitz']","332840","1928","1928","0.995","0.425","0.046","0.87","0.151","-23.262","0.0517","71.457","0.202","1","1","0","0","2"
"Concerto Without Orchestra (Grand Sonata No. 3 in F Minor, Op. 14): III. Quasi variazioni: Andantino de Clara Wieck","['Robert Schumann', 'Vladimir Horowitz']","490133","1928","1928","0.994","0.277","0.0123","0.943","0.0755","-28.133","0.0561","82.057","0.0946","0","5","0","0","2"
"Concerto Without Orchestra (Grand Sonata No. 3 in F Minor, Op. 14): IV. Prestissimo possibile","['Robert Schumann', 'Vladimir Horowitz']","405867","1928","1928","0.993","0.332","0.0899","0.909","0.143","-22.291","0.0344","108.693","0.155","0","5","0","0","2"
"Crazy Love - 2013 Remaster","['Van Morrison']","155453","1970-02","1970","0.841","0.575","0.188","4.37e-05","0.228","-18.758","0.0959","77.464","0.334","1","9","54","0","2"
"Credo - Revised 1964 version","['Igor Stravinsky']","162973","1948","1948","0.993","0.453","0.112","0","0.146","-20.313","0.0563","102.936","0.159","1","9","0","0","2"
"Cuckoo in the Clock","['The De Castro Sisters']","157760","6/1/55","1955","0.766","0.747","0.297","0","0.0792","-10.122","0.0443","127.725","0.821","0","5","0","0","2"
"Danse macabre, S. 555 (after Camille Saint-Saens)","['Franz Liszt', 'Vladimir Horowitz']","491333","1928","1928","0.993","0.303","0.226","0.826","0.119","-21.483","0.0444","67.013","0.146","1","3","0","0","2"
"Dark Paradise","['Lana Del Rey']","243173","1/30/12","2012","0.12","0.586","0.641","0","0.168","-8.342","0.0634","120.015","0.402","0","1","46","0","2"
"Der fliegende Holländer / Act 2: 4. Szene, Lied und Ballade. ""Summ und brumm, du gutes Rädchen""","['Richard Wagner', 'Annelies Kupper', 'Sieglinde Wagner', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay', 'RIAS Kammerchor']","480973","1953","1953","0.988","0.377","0.169","2.05e-05","0.0987","-15.892","0.0549","84.457","0.114","1","2","0","0","2"
"Der fliegende Holländer / Act 3: ""Willst jenen Tag du nicht dich mehr entsinnen"" (Kavatine)","['Richard Wagner', 'Wolfgang Windgassen', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay']","164933","1953","1953","0.985","0.296","0.186","2.65e-05","0.711","-14.078","0.0365","83.089","0.162","1","5","0","0","2"
"Der fliegende Holländer / Act 3: Erfahre das Geschick, vor dem ich dich bewahr' (Der Holländer, Erik, Senta, Daland, Mary, Chor)","['Richard Wagner', 'Annelies Kupper', 'Sieglinde Wagner', 'Wolfgang Windgassen', 'Josef Metternich', 'Josef Greindl', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay', 'RIAS Kammerchor']","301067","1953","1953","0.964","0.307","0.303","0.000369","0.126","-11.583","0.0423","91.278","0.117","0","6","0","0","2"
"Der fliegende Holländer, WWV 63 / Act 1: ""Mit Gewitter und Sturm aus fernem Meer""","['Richard Wagner', 'Ernst Haefliger', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay']","266667","1953","1953","0.988","0.291","0.206","0.000942","0.0904","-14.125","0.0394","129.307","0.0553","1","5","0","0","2"
"Der Rosenkavalier, Op.59 / Act 2: Herr Schwiegersohn! Wie ist ihm denn?","['Richard Strauss', 'Alfred Poell', 'Ludwig Weber', 'Sena Jurinac', 'Hilde Gueden', 'Wiener Philharmoniker', 'Erich Kleiber']","192920","1/1/54","1954","0.98","0.414","0.24","9.23e-06","0.63","-16.249","0.0668","101.071","0.273","1","5","0","0","2"
"Der Rosenkavalier, Op.59 / Act 3: ""Ist ein Traum, kann nicht wirklich sein"" - ""Spür nur dich""","['Richard Strauss', 'Hilde Gueden', 'Sena Jurinac', 'Wiener Philharmoniker', 'Erich Kleiber']","427400","1/1/54","1954","0.966","0.0974","0.111","0.268","0.101","-21.558","0.0397","70.578","0.0446","1","2","0","0","2"
"Der Rosenkavalier, Op.59 / Act 3: ""Laß er nur gut sein und verschwind Er""","['Richard Strauss', 'Maria Reining', 'Ludwig Weber', 'Walter Berry', 'Hilde Gueden', 'Sena Jurinac', 'Wiener Philharmoniker', 'Erich Kleiber']","410173","1/1/54","1954","0.98","0.265","0.142","0.00631","0.335","-19.554","0.0542","171.224","0.106","1","1","0","0","2"
"Die Lustige Witwe (2001 - Remaster), Act I: Dialog: Und jetzt, meine Herrschaften (Zeta/Valencienne/Camille)","['Franz Lehár', 'Anton Niessner/Emmy Loose/Nicolai Gedda/Philharmonia Orchestra/Otto Ackermann', 'Otto Ackermann', 'Philharmonia Orchestra']","47867","1953","1953","0.717","0.693","0.214","0","0.22","-31.327","0.64","128.22","0.321","1","7","0","0","2"
"Die Lustige Witwe (2001 - Remaster), Act I: Ich bin eine anständ'ge Frau (Valencienne/Camille)","['Franz Lehár', 'Emmy Loose/Nicolai Gedda/Philharmonia Orchestra/Otto Ackermann', 'Otto Ackermann', 'Philharmonia Orchestra']","191400","1953","1953","0.984","0.361","0.134","2.44e-06","0.374","-18.615","0.0684","88.406","0.341","1","0","0","0","2"
"Die Lustige Witwe (2001 - Remaster), Act II: Es waren zwei Königskinder...Ich gehe zu Maxim (Hanna/Chor/Camille/Valencinne/Danilo/Zeta)","['Franz Lehár', 'Elisabeth Schwarzkopf', 'Otto Ackermann', 'Philharmonia Orchestra']","208120","1953","1953","0.964","0.343","0.191","2.88e-06","0.17","-16.13","0.0702","172.087","0.347","1","7","0","0","2"
"Die Lustige Witwe (2001 - Remaster), Act II: Ha! Ha! Hanna und Camille!...Wie eine Rosenknospe (Danilo/Zeta/Hanna/Valencienne/Camille/Njegus)","['Franz Lehár', 'Elisabeth Schwarzkopf', 'Otto Ackermann', 'Philharmonia Orchestra']","191680","1953","1953","0.977","0.407","0.192","0","0.523","-17.145","0.0511","100.563","0.382","1","5","0","0","2"
"Die Lustige Witwe (2001 - Remaster), Act II: Heia, Mädel, aufgeschaut...Dummer, dummer Reitersmann (Hanna/Danilo)","['Franz Lehár', 'Elisabeth Schwarzkopf', 'Otto Ackermann', 'Philharmonia Orchestra']","178160","1953","1953","0.973","0.437","0.152","0.000855","0.347","-19.828","0.103","173.18","0.511","1","9","0","0","2"
"Double Canon ""Raoul Dufy in Memoriam"" for String Quartet","['Igor Stravinsky', 'Robert Craft', 'Israel Baker', 'Otis Igleman', 'Sanford Schonbach', 'George Neikrug']","80160","1948","1948","0.986","0.121","0.136","0.754","0.107","-23.767","0.042","91.328","0.0318","1","7","0","0","2"
"Drain You","['Nirvana']","223880","9/26/91","1991","0.000129","0.325","0.929","2.22e-06","0.184","-5.625","0.0695","133.358","0.198","0","11","31","0","2"
"Easier to Run","['Linkin Park']","204173","3/24/03","2003","0.0624","0.545","0.861","0","0.131","-4.819","0.034","105.017","0.279","0","3","50","0","2"
"Ebony Concerto: I. Allegro moderato","['Igor Stravinsky', 'Benny Goodman']","182200","1948","1948","0.924","0.658","0.312","0.771","0.084","-15.635","0.0541","95.284","0.609","1","10","0","0","2"
"Ebony Concerto: I. Allegro moderato","['Igor Stravinsky', 'Woody Herman Orchestra']","182573","1948","1948","0.832","0.67","0.213","0.319","0.108","-17.831","0.173","99.088","0.644","1","10","0","0","3"
"Ebony Concerto: II. Andante","['Igor Stravinsky', 'Benny Goodman']","155760","1948","1948","0.938","0.398","0.0549","0.0103","0.169","-25.42","0.0373","124.687","0.157","0","0","0","0","2"
"Ebony Concerto: II. Andante","['Igor Stravinsky', 'Woody Herman Orchestra']","130133","1948","1948","0.818","0.401","0.101","0.00023","0.152","-21.78","0.0554","142.026","0.331","0","0","0","0","3"
"Ebony Concerto: III. Moderato - Con moto","['Igor Stravinsky', 'Benny Goodman']","222760","1948","1948","0.839","0.478","0.24","0.771","0.123","-20.002","0.0774","125.476","0.169","1","0","0","0","2"
"Ebony Concerto: III. Moderato - Con moto - Moderato - Vivo","['Igor Stravinsky', 'Woody Herman Orchestra']","197867","1948","1948","0.86","0.491","0.144","0.12","0.176","-19.579","0.0584","146.929","0.522","1","0","0","0","3"
"El Peligro de las Rosas","['Raquel Meller']","155246","1/1/30","1930","0.995","0.534","0.232","0.000491","0.235","-10.537","0.081","73.425","0.409","0","4","0","0","2"
"Elegy for J.F.K.","['Igor Stravinsky']","112040","1948","1948","0.983","0.433","0.0513","1.85e-05","0.239","-20.407","0.0466","82.052","0.0578","1","8","0","0","2"
"Enamórate De Alguien Más","['Morat']","230040","6/5/20","2020","0.46","0.591","0.659","0","0.324","-5.464","0.0332","145.997","0.622","1","11","2","0","2"
"Epitaphium (For the Tombstone of Prince Max Egon zu Fürstenberg)","['Igor Stravinsky', 'Robert Craft', 'Dorothy Remsen', 'Arthur Gleghorn', 'Kalman Bloch']","69640","1948","1948","0.995","0.237","0.01","0.81","0.107","-28.692","0.0434","153.842","0.0453","1","5","0","0","2"
"Etincelles, Op. 36, No. 6","['Moritz Moszkowski', 'Vladimir Horowitz']","131467","1928","1928","0.993","0.491","0.193","0.899","0.237","-18.691","0.0458","80.686","0.796","1","10","0","0","2"
"Etude in A-Flat, Op. 72, No. 11","['Moritz Moszkowski', 'Vladimir Horowitz']","80800","1928","1928","0.993","0.352","0.132","0.966","0.425","-23.202","0.0381","74.737","0.661","1","8","0","0","2"
"Etude in B-Flat Minor, Op. 8, No. 7","['Alexander Scriabin', 'Vladimir Horowitz']","216560","1928","1928","0.995","0.316","0.0513","0.893","0.325","-23.939","0.0496","133.833","0.0377","1","6","0","0","2"
